_id,url,meta.source.name,meta.source.feed_url,meta.source.feed_title,meta.source.country,meta.source.language,meta.feedparser.title,meta.feedparser.summary,meta.feedparser.publication_date,meta.newspaper3k.summary,meta.newspaper3k.top_image,date,text,title,meta.newspaper3k.authors[0],meta.newspaper3k.authors[1],meta.newspaper3k.date
5ec760320e5c92500d004aec,https://plus.lesoir.be/302284/article/2020-05-22/la-famille-du-journaliste-saoudien-tue-dans-le-consul-darabie-saoudite-istanbul,lesoir.be,https://plus.lesoir.be/rss/81853/cible_principale_gratuit,La une,BE,fr,La famille du journaliste saoudien tué dans le consul d’Arabie saoudite à Istanbul «pardonne» aux assassins,"Jamal Khashoggi, critique du régime saoudien après en avoir été proche, a été assassiné et son corps découpé en morceaux le 2 octobre 2018",2020-05-22T04:49:17.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/22/node_302284/27555231/public/2020/05/22/B9723524265Z.1_20200522064917_000+GBHG20GPF.1-0.jpg?itok=KHWta-0l1590122967,2020-05-22T04:49:17.000Z,"Jamal Khashoggi, critique du régime saoudien après en avoir été proche, a été assassiné et son corps découpé en morceaux le 2 octobre 2018\n\nLes enfants de Jamal Khashoggi, journaliste saoudien assassiné en octobre 2018 dans le consulat d’Arabie saoudite à Istanbul, ont annoncé vendredi qu’ils pardonnaient aux tueurs de leur père.\n\n« Nous, les fils du martyr Jamal Khashoggi, annonçons que nous pardonnons à ceux qui ont tué notre père », a écrit sur Twitter Salah Khashoggi, fils de l’ancien journaliste du Washington Post.\n\nUn meurtre odieux\n\nJamal Khashoggi, critique du régime saoudien après en avoir été proche, a été assassiné et son corps découpé en morceaux le 2 octobre 2018 dans le consulat d’Arabie saoudite à Istanbul où il s’était rendu pour récupérer un document.",La famille du journaliste saoudien tué dans le consul d’Arabie saoudite à Istanbul «pardonne» aux assassins,,,
5ec760320e5c92500d004aed,https://plus.lesoir.be/302283/article/2020-05-22/coronavirus-plus-de-1200-nouveaux-morts-aux-etats-unis-trump-met-les-drapeaux,lesoir.be,https://plus.lesoir.be/rss/81853/cible_principale_gratuit,La une,BE,fr,"Coronavirus: plus de 1.200 nouveaux morts aux États-Unis, Trump met les drapeaux américains en berne pour honorer les victimes",,2020-05-22T04:32:51.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/22/node_302283/27555217/public/2020/05/22/B9723524261Z.1_20200522063251_000+G54G208T7.2-0.jpg?itok=wj_Bwmbl1590123342,2020-05-22T04:32:51.000Z,"Coronavirus: plus de 1.200 nouveaux morts aux États-Unis, Trump met les drapeaux américains en berne pour honorer les victimes\n\nDonald Trump a annoncé jeudi une mise en berne pendant trois jours des drapeaux flottant sur les édifices fédéraux américains pour honorer la mémoire des victimes du coronavirus.\n\n« Je vais mettre en berne les drapeaux sur les bâtiments fédéraux et les monuments nationaux pendant les trois prochains jours en mémoire des Américains que nous avons perdu à cause du coronavirus », a tweeté le président américain.\n\n1.255 décès supplémentaires\n\nLes Etats-Unis, pays le plus endeuillé par l’épidémie de nouveau coronavirus, ont enregistré 1.255 décès supplémentaires liés au Covid-19 sur les dernières 24 heures, selon le comptage en continu de l’université Johns Hopkins, qui fait référence, jeudi soir.","Coronavirus: plus de 1.200 nouveaux morts aux États-Unis, Trump met les drapeaux américains en berne pour honorer les victimes",,,
5ec760320e5c92500d004aee,https://plus.lesoir.be/302282/article/2020-05-22/la-qualite-de-lair-en-nette-amelioration-bruxelles-durant-le-confinement,lesoir.be,https://plus.lesoir.be/rss/81853/cible_principale_gratuit,La une,BE,fr,La qualité de l’air en nette amélioration à Bruxelles durant le confinement,Les concentrations de différents polluants relevées du 19 mars au 3 mai ont été comparées aux données de 2010-2019.,2020-05-22T04:22:52.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/22/node_302282/27555212/public/2020/05/22/B9723524237Z.1_20200522062252_000+G9AG20G5I.1-0.jpg?itok=P8rEL-m01590121380,2020-05-22T04:22:52.000Z,"Les concentrations de différents polluants relevées du 19 mars au 3 mai ont été comparées aux données de 2010-2019.\n\nL’amélioration de la qualité de l’air bruxellois au terme d’un mois et demi de confinement se traduit par une baisse des concentrations de monoxyde d’azote allant jusqu’à 75 % dans les sites habituellement fortement exposés aux émissions du trafic automobile, selon des rapports de Bruxelles Environnement présentés vendredi par le cabinet du ministre régional Alain Maron.\n\nLes concentrations de différents polluants relevées du 19 mars au 3 mai ont été comparées aux données de 2010-2019.\n\nDiminutions importantes\n\nDans les stations fortement exposées au trafic, le monoxyde d’azote (NO), qui reste localisé près de ses sources d’émission, a diminué de 75 % et le dioxyde de carbone (NO2) de 50 %. Même dans les stations peu exposées, la concentration de NO a baissé de 30 % et celle du NO2 de 40 %.",La qualité de l’air en nette amélioration à Bruxelles durant le confinement,,,
5ec76032039b233f9642aeb2,https://plus.lesoir.be/302232/article/2020-05-22/open-vld-une-election-presidentielle-couteaux-tires,lesoir.be,https://plus.lesoir.be/rss/31867/cible_principale,Politique,BE,fr,Open VLD: une élection présidentielle à couteaux tirés,"Le premier tour s’achève ce vendredi après un faux départ qui aura marqué les esprits. Vu l’absence de campagne à cause du coronavirus, il est difficile de prédire lequel des deux favoris s’imposera entre Egbert Lachaert et Bart Tommelein.",2020-05-22T04:00:00.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/21/node_302232/27554751/public/2020/05/21/B9723503473Z.1_20200521173346_000+G34G1UIN1.1-0.jpg?itok=0Z-mWeF41590102842,2020-05-22T04:00:00.000Z,"Vous avez aimé la bataille hivernale entre les libéraux francophones qui s’est terminée sur un duel assez trash entre Georges-Louis Bouchez et Denis Ducarme ? Vous allez adorer la version estivale en néerlandais. Pour ceux qui auraient loupé les épisodes précédents, les libéraux flamands ont voté toute la semaine par internet et par téléphone pour désigner un successeur à Gwendolyn Rutten, aux manettes de l’Open VLD depuis 2012. On écrit « toute la semaine » mais, en réalité, le vote a connu un faux départ. L’huissier d’un des quatre candidats s’est rendu compte lundi matin qu’il était possible de voter plusieurs fois, en changeant simplement de navigateur web. L’élection a donc été repoussée pour la deuxième fois. La première, c’était en mars à cause du corona.",Open VLD: une élection présidentielle à couteaux tirés,Journaliste Au Service Bruxelles,,
5ec760320e5c92500d004aef,https://plus.lesoir.be/302281/article/2020-05-22/six-menages-sur-dix-ont-perdu-de-largent-durant-la-crise-du-coronavirus,lesoir.be,https://plus.lesoir.be/rss/81853/cible_principale_gratuit,La une,BE,fr,Six ménages sur dix ont perdu de l’argent durant la crise du coronavirus,"Le premier facteur demeure le salaire. Plus d’un tiers des ménages (35%) indiquent connaître une perte de salaire net. Celle-ci s’élève, en moyenne, à 1.571 euros sur les revenus nets du ménage.",2020-05-22T04:17:10.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/22/node_302281/27555203/public/2020/05/22/B9723524227Z.1_20200522061710_000+G9AG20FVP.1-0.jpg?itok=1PpjlZns1590122161,2020-05-22T04:17:10.000Z,"Le premier facteur demeure le salaire. Plus d’un tiers des ménages (35 %) indiquent connaître une perte de salaire net. Celle-ci s’élève, en moyenne, à 1.571 euros sur les revenus nets du ménage.\n\nSoixante-deux pour cent des Belges disent avoir perdu de l’argent depuis le début de la crise sanitaire, selon un sondage de Test Achats rapporté vendredi par La Libre. Par ménage, la perte s’élève en moyenne à 1.626 euros, a calculé l’organisation de défense des consommateurs.\n\nLe premier facteur demeure le salaire. Plus d’un tiers des ménages (35 %) indiquent connaître une perte de salaire net. Celle-ci s’élève, en moyenne, à 1.571 euros sur les revenus nets du ménage.",Six ménages sur dix ont perdu de l’argent durant la crise du coronavirus,,,
5ec7603216193c3860cf1613,https://www.rtbf.be/services/meteo/detail_meteo-de-ce-vendredi-des-nuages-plus-presents?id=10506774,rtbf.be,http://rss.rtbf.be/article/rss/rtbf_flux.xml,Général,BE,fr,Météo de ce vendredi : des nuages plus présents,Le ciel sera plus nuageux ce matin si ce n’est du côté de la Gaume et du sud de l’Ardenne où de belles éclaircies résisteront temporairement. Le temps restera sec et le vent se renforcera avec des rafales d’une cinquantaine de km/h. Le mercure...,2020-05-22T04:58:27.000Z,,https://ds1.static.rtbf.be/article/image/1248x702/d/c/0/dc400faac050d4a9fa6c34add685a294-1590123269.jpg,2020-05-22T04:58:27.000Z,"Le ciel sera plus nuageux ce matin si ce n’est du côté de la Gaume et du sud de l’Ardenne où de belles éclaircies résisteront temporairement. Le temps restera sec et le vent se renforcera avec des rafales d’une cinquantaine de km/h. Le mercure indiquera déjà en milieu de matinée 19-20 degrés pour Spa, St-Hubert et Ostende, 22 degrés dans le centre et 23-24 degrés du côté du Limbourg.\n\nDurant l’après-midi, les nuages s’épaissiront via le littoral et quelques gouttes sont attendues. (Elles tomberont vers 14h à la côte, 16h dans la Capitale et seulement en soirée dans le sud du pays). A l’arrière, de belles éclaircies feront le retour en seconde partie d’après-midi, toujours via la côte. Le vent se maintiendra et le mercure descendra un peu pour indiquer 20 degrés en bord de mer, 23 degrés à Spa et St-Hubert et 24-25 degrés dans le centre.\n\nLa nuit prochaine, la nébulosité restera assez importante au sud du territoire et quelques ondées sont attendues. En seconde partie de nuit, c’est un temps plus sec qui se profile. Le thermomètre indiquera de 7 à 12 degrés.\n\nIndice électricité : ce vendredi, nous aurons un indice généralement bon (mais moyen au littoral et sur le sud du pays). Le pic de luminosité se situera généralement vers 14h (mais 15h pour Bruges, Tournai et Ypres et 16h pour Ostende). C'est à ce moment-là qu'il vaudra mieux utiliser ses appareils électriques pour valoriser l'électricité solaire.",Météo de ce vendredi : des nuages plus présents,,,
5ec760320a07945177e10732,https://plus.lesoir.be/302267/article/2020-05-21/lerreur-est-humaine-certes-mais-oublie-souvent-le-reste-de-la-phrase,lesoir.be,https://plus.lesoir.be/rss/31868/cible_principale,Société,BE,fr,"«L’erreur est humaine. Certes, mais on oublie souvent le reste de la phrase»","Deux fois par semaine, dans «Le Soir», un membre du corps médical revient sur sa journée de lutte contre le coronavirus. Alexandre Ghuysen, chef de service associé aux Urgences du CHU de Liège, raconte.",2020-05-21T19:27:46.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/21/node_302267/27554956/public/2020/05/21/B9723521480Z.1_20200521212746_000+GS8G1VTEP.1-0.jpg?itok=_BQqP19k1590089272,2020-05-21T19:27:46.000Z,"Face à la hausse des hospitalisations, on est davantage dans l’incertitude que dans l’inquiétude. Car dans le nombre, il y a ceux qui viennent à l’hôpital pour une autre pathologie. En fait, actuellement, on distingue trois populations de patients. Il y a ceux qui sont non-Covid et qui viennent à l’hôpital pour tout autre chose, il y a les patients Covid qui sont là parce qu’ils sont Covid positifs, et puis il y a ceux qui ont une autre maladie mais qui s’avèrent porteurs du virus lorsqu’on les teste. C’est pour cela que cette hausse est difficile à décrypter. On ne sait pas dire avec certitude si elle correspond à une deuxième vague ou s’il s’agit simplement de l’arrivée de gens, de retour à l’hôpital, testés pour tout autre chose. On scrute cela au quotidien pour savoir s’il y a un besoin de réactiver du personnel.","«L’erreur est humaine. Certes, mais on oublie souvent le reste de la phrase»",Journaliste À La Cellule Enquête,,
5ec760320e5c92500d004af0,https://plus.lesoir.be/302260/article/2020-05-22/les-communes-paient-la-note-de-la-crise-sanitaire,lesoir.be,https://plus.lesoir.be/rss/81853/cible_principale_gratuit,La une,BE,fr,Les communes paient la note de la crise sanitaire,"Les pouvoirs locaux souffrent des conséquences de l’épidémie. Leurs recettes sont menacées. Ils doivent prendre des initiatives pour soutenir le tissu économique et social. À Bruxelles et en Wallonie, les Régions donnent un peu d’air.",2020-05-22T04:00:00.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/21/node_302260/27554899/public/2020/05/21/B9723522882Z.1_20200521200437_000+GH3G1VK8Q.1-0.jpg?itok=pXZ4SUbv1590100507,2020-05-22T04:00:00.000Z,"Les pouvoirs locaux souffrent des conséquences de l’épidémie. Leurs recettes sont menacées. Ils doivent prendre des initiatives pour soutenir le tissu économique et social. À Bruxelles et en Wallonie, les Régions donnent un peu d’air.\n\nC’est décidé : La Louvière doublera les subsides attribués aux sociétés carnavalesques, de 37.225 à 73.270 euros. De quoi soutenir la relance du folklore local après une année blanche pour cause de coronavirus, avec des impacts en cascade sur le commerce et l’horeca. En Wallonie comme à Bruxelles, les autorités locales multiplient les initiatives pour sauver ce qui peut l’être mais subissent en première ligne les conséquences du confinement : recettes en berne, dépenses en hausse.\n\nL’équation sera d’autant plus complexe à résoudre que le paysage financier des villes et communes était déjà plombé avant l’apparition du Covid-19 : financement des pensions, budgets des zones de police et de secours, augmentation des besoins sociaux…",Les communes paient la note de la crise sanitaire,,,2020-05-22T00:00:00.000Z
5ec7603216193c3860cf1614,https://www.rtbf.be/services/mobilinfo/detail_mobilinfo-de-ce-vendredi-un-tracteur-et-sa-remorque-sur-le-flanc-a-soumagne?id=10506769,rtbf.be,http://rss.rtbf.be/article/rss/rtbf_flux.xml,Général,BE,fr,Mobilinfo de ce vendredi : Un tracteur et sa remorque sur le flanc à Soumagne,"Un tracteur et sa remorque se sont retournés sur la N621 à Soumagne, la chaussée est fermée à la circulation dans les deux sens. Il y a de la terre sur la route qui nécessite également une réparation.",2020-05-22T04:47:39.000Z,,https://ds1.static.rtbf.be/article/image/1248x702/3/9/a/591840d87bace51e7007328360af4cd0-1590122765.jpg,2020-05-22T04:47:39.000Z,"Un tracteur et sa remorque se sont retournés sur la N621 à Soumagne, la chaussée est fermée à la circulation dans les deux sens. Il y a de la terre sur la route qui nécessite également une réparation.",Mobilinfo de ce vendredi : Un tracteur et sa remorque sur le flanc à Soumagne,,,
5ec76032039b233f9642aeb4,https://plus.lesoir.be/302254/article/2020-05-21/gouvernement-federal-le-duo-magnette-rousseau-en-action-dix-presidents-en-piste,lesoir.be,https://plus.lesoir.be/rss/31867/cible_principale,Politique,BE,fr,"Gouvernement fédéral: le duo Magnette-Rousseau en action, dix présidents en piste","Magnette, Rousseau et Bouchez se sont rencontrés et expliqués. Les discussions se poursuivent. Le duo de présidents socialistes boucle un tour de consultations ce vendredi. On vise toujours un gouvernement de plein exercice. Sinon: élections.",2020-05-21T17:39:24.000Z,,https://plus.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2020/05/21/node_302254/27554886/public/2020/05/21/B9723522399Z.1_20200521193924_000+GF7G1VKVC.1-0.jpg?itok=v0gxysqn1590083659,2020-05-21T17:39:24.000Z,"Magnette, Rousseau et Bouchez se sont rencontrés et expliqués. Les discussions se poursuivent. Le duo de présidents socialistes boucle un tour de consultations ce vendredi. On vise toujours un gouvernement de plein exercice. Sinon : élections.\n\nIl faut que tout s’arrête pour que tout continue. Mercredi matin, dans le Morgen et Le Soir, Georges-Louis Bouchez recale le duo Magnette-Rousseau, les présidents socialistes lancés dans une mission d’exploration en vue d’éventuelles négociations pour la formation d’un gouvernement de plein exercice. Mercredi après-midi, le même duo rencontre Georges-Louis Bouchez pendant près de deux heures, au siège du MR, pour un entretien « constructif », dit-on de tous côtés. Avant cela, les présidents socialistes s’étaient rendus au siège du VLD pour un échange de vues cette fois avec Gwendolyn Rutten, présidente en titre en fin de mandat.\n\nDonc ? Donc nous sommes loin d’avoir un gouvernement de plein exercice, mais les discussions entre états-majors des partis, qui avaient repris il y a une semaine, se poursuivent bel et bien. A dix. A savoir : PS, SP.A, N-VA, CD&V, Ecolo, Groen, VLD, MR, CDH, Défi.","Gouvernement fédéral: le duo Magnette-Rousseau en action, dix présidents en piste",Journaliste Au Service Politique,,
